"Bucket","Area","ID","ItemType","Title","Priority","Milestone","Status","XBrowser_Current","XBrowser_Task","Suggested_Files","DependsOn","Done_Criteria","Test_Steps","SourceCsv","SourceKind"
"developing","Mods","NEXT-V5-051","Interaction","Mods 注入网页：启用后对所有页面生效且可实时更新","P2","M20","todo","ModsModel 有 combinedCss 但未确认已注入 WebView2","WebView2View 增加 setUserCss(css)；通过 AddScriptToExecuteOnDocumentCreated 注入 style；监听 ModsModel.combinedCssChanged 并更新所有 view；提供开关","src/core/ModsModel.*; src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml","","启用一个简单 CSS mod 后页面背景/字体变化且新开 tab 自动应用","新建 mod：body{background:red;}->打开网页->背景变红->禁用->恢复；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Mods","ZEN-100","Feature","Zen Mods 管理(CSS Mods)","P3","M4","done","实现中","在 XBrowser：可选实现“主题/皮肤包”系统（先做本地主题，后做在线）","ui/qml/components/Theme/*; src/core/ThemeManager.*","ZEN-052","可切换多套主题并持久化","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Mods","ZEN-101","Feature","Mods Backend XPCOM","P3","M4","done","未实现","在 XBrowser：不需要 XPCOM，但需要等价的样式/主题应用层","","ZEN-100","主题应用不依赖 UI 线程阻塞且可缓存","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Mods","ZEN-102","Feature","Marketplace WindowActor","P3","M4","done","已实现(主题商店最小闭环)","在 XBrowser：用 ThemePackModel/ThemesDialog 提供 URL 安装/卸载/更新检查闭环（作为 Zen mods marketplace 的等价能力）。","src/core/ThemePackModel.*; ui/qml/components/ThemesDialog.qml","ZEN-100","能完成安装/卸载/更新检查的闭环（可后置）","Tools -> Themes：Install(URL) / Uninstall / Check Updates","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Motion","INT-001","Interaction","全局动效 token + reduce motion 开关","P0","M1","done","QML 中动效零散（或没有）；未提供 reduce motion 设置。","新增 theme.motion* token（duration/easing）与 settings.reduceMotion；所有后续动效任务依赖此 token。","src/core/AppSettings.*; src/core/ThemeController.*; ui/qml/components/*","","可在设置中切换 reduce motion；主要动效均引用统一 token。","切换 reduce motion -> 观察侧栏/Toast/Overlay 动效明显减弱或关闭","logs/zen_browser_interaction_plan.csv","logs"
"developed","Motion","DEV-MOTION-002","Interaction","CompactMode：TopBar 展开/折叠动效对齐 Zen","P2","M11","done","showTopBar 切换时 topBar 高度瞬变","为 topBar height 添加动画（尊重 reduceMotion）；保持单工具栏/弹层打开时锚点稳定","ui/qml/BrowserWindow.qml","DEV-UI-007","compactMode 下 hover 顶部边缘展开/收起有动画且无抖动；reduceMotion 时无动画；ctest 通过","开启 compactMode；反复进入/离开顶部 hover 区观察动画；打开 main menu/downloads/emoji picker 等弹层观察锚点稳定；运行 cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developing","NativeUtils","NEXT-V5-036","Interaction","打开文件/文件夹：统一 ShellExecute 封装","P3","M18","todo","打开路径逻辑分散且错误处理不一致","新增 NativeUtils.openPath/openFolder；Downloads/Bookmarks/Diagnostics 复用；处理错误 toast","src/platform/windows/NativeUtils.* (new); src/app/main.cpp; ui/qml/BrowserWindow.qml","","openPath/openFolder 在路径含空格时可用且失败有提示","用含空格的临时目录下载文件->Open Folder->成功；将路径设为不存在->提示错误；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","NativeUtils","ZEN-200","Feature","原生分享与触感反馈","P4","M5","done","部分实现","在 XBrowser：如要系统分享/触感，需写 Windows 原生集成（可后置）","","ZEN-092","可选：具备系统分享能力或明确不做","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Navigation","NEXT-V4-004","Interaction","页内查找(Find-in-page)条","P0","M5","done","暂无页内查找。","实现 FindBar：Ctrl+F 呼出；对当前 WebView2 执行查找(DevTools协议/JS注入方案择一)。","ui/qml/components/FindBar.qml (new); src/engine/webview2/WebView2View.*","","Ctrl+F 可查找并高亮；Enter/Shift+Enter 跳转；Esc关闭。","打开网页 -> Ctrl+F -> 输入常见词 -> 高亮并可跳转","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Navigation","NEXT-V5-005","Interaction","停止加载：Esc/按钮可 stop 并与 reload 状态互斥","P1","M15","done","reload 按钮仅显示加载中动效但无法 stop","WebView2View 增加 stop()；BrowserWindow 增加 nav-stop 命令与 Esc 快捷键；加载中将 reloadButton 行为切换为 stop 并显示合适图标","src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml; src/core/ShortcutStore.*","","访问慢站点时点击按钮或按 Esc 可停止加载且 isLoading 变为 false","打开一个加载较慢页面->看到加载状态->按 Esc 或点击 stop->加载停止；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Notifications","ZEN-033","Feature","侧边栏通知组件","P2","M3","done","已实现(基础)","在 XBrowser：实现 SidebarNotification 组件（可插入队列）","ui/qml/components/SidebarNotification.qml","ZEN-013","侧边栏可堆叠通知并带关闭按钮/链接动作","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Omnibox","DEV-OMNI-004","Interaction","Omnibox：输入防抖与 tab/workspace 匹配性能优化","P1","M11","done","updateOmnibox 每次按键都扫描并排序 tabs/workspaces","引入 C++ OmniboxUtils 提供 tab/workspace 命中；QML 添加短延迟防抖；减少每次按键排序","src/core/OmniboxUtils.*; src/app/main.cpp; ui/qml/BrowserWindow.qml; tests/TestOmniboxUtils.cpp; tests/CMakeLists.txt","DEV-UI-001","omnibox 输入更新经防抖；tab/workspace 命中通过 C++ utils 生成；大 tab 数输入无明显卡顿；ctest 通过","打开多 tab（>=50）快速输入/删除观察无明显卡顿；运行 cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Omnibox","DEV-OMNI-006","Interaction","OmniboxUtils：减少分配与无效计算（性能）","P1","M13","done","matchRange 通过 toLower 分配；tabSuggestions 对非入榜候选也计算 matchRange/构造命中信息","matchRange 改为 case-insensitive indexOf 避免 toLower；tabSuggestions 仅对可能入榜候选计算 matchRange 并尽量延后 url.toString","src/core/OmniboxUtils.*; tests/TestOmniboxUtils.cpp","DEV-OMNI-005","OmniboxUtils 性能优化生效且保持行为一致；ctest 通过","打开 >=100 个 tab；快速输入/删除观察无明显卡顿；运行 cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Omnibox","DEV-OMNI-008","Interaction","Omnibox：书签/历史建议（对齐 UX_SPEC 8.3）","P1","M14","done","omnibox 仅包含 Navigate/Search + Tabs/Workspaces 命中","OmniboxUtils 新增 bookmarkSuggestions/historySuggestions；BrowserWindow 将结果插入 Bookmarks/History 分组并支持打开到当前 tab","src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml; tests/TestOmniboxUtils.cpp; tests/CMakeLists.txt","DEV-OMNI-007","输入关键字可看到 Bookmarks/History 分组；Enter/点击可打开；ctest 通过","准备：添加 2 个书签+产生 2 条历史；在地址栏输入匹配关键字确认出现 Bookmarks/History；用 ↑/↓ 选择并 Enter 打开；Esc 关闭建议/还原 URL；运行 cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Omnibox","INT-019","Interaction","地址栏聚焦/全选/ESC 还原规则","P1","M1","done","当前 onActiveFocusChanged 仅关闭 popup；缺少 ESC/还原规则。","补齐：Ctrl+L 全选；点击行为可配置；ESC：先关 popup，再还原为当前 URL，最后失焦。","ui/qml/BrowserWindow.qml; ui/qml/components/Shortcuts.qml; src/core/AppSettings.*","","地址栏行为符合 UX_SPEC；不会出现“ESC 没反应/内容丢失”。","输入一半 -> ESC：恢复当前页面 URL；Ctrl+L：全选","logs/zen_browser_interaction_plan.csv","logs"
"developed","Omnibox","INT-020","Interaction","建议下拉：键盘导航（↑↓/Enter/Tab）、分组展示、匹配高亮","P1","M2","done","当前仅实现 '>' 命令面板的简单 ListView。","实现真正的建议 popup：支持键盘导航；显示来源分组（tabs/history/bookmarks/actions）；高亮匹配子串。","ui/qml/BrowserWindow.qml; (new) src/core/OmniboxModel.*","","无需鼠标即可完成搜索/打开建议；UI 信息足够。","输入关键字 -> ↓ 选择 -> Enter 打开 -> URL 正确","logs/zen_browser_interaction_plan.csv","logs"
"developed","Omnibox","DEV-OMNI-005","Interaction","OmniboxUtils：匹配与排序单测覆盖","P2","M11","done","无 omnibox 匹配单测","新增 QtTest：覆盖 fuzzyScore/matchRange/tabSuggestions/workspaceSuggestions 的排序与 limit","src/core/OmniboxUtils.*; tests/TestOmniboxUtils.cpp; tests/CMakeLists.txt","DEV-OMNI-004","ctest 新增 xbrowser_test_omnibox_utils 且通过","cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Omnibox","DEV-OMNI-007","Interaction","OmniboxUtils：回归用例补齐（URL 命中/trim 等）","P2","M13","done","TestOmniboxUtils 未覆盖 URL 命中但 title 不命中与 matchRange trim 行为","扩展 TestOmniboxUtils：覆盖仅 URL 命中时仍返回；matchRange 对 query 两端空白的 trim 行为","tests/TestOmniboxUtils.cpp","DEV-OMNI-006","xbrowser_test_omnibox_utils 覆盖新增用例且通过","cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Omnibox","DEV-OMNI-009","Interaction","OmniboxUtils：书签/历史建议单测覆盖","P2","M14","done","无 bookmarkSuggestions/historySuggestions 单测","扩展 TestOmniboxUtils：覆盖 trim、url-only 命中、按时间排序与 limit","tests/TestOmniboxUtils.cpp; tests/CMakeLists.txt","DEV-OMNI-008","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build; ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Omnibox","INT-021","Interaction","命令面板（>）增强：模糊搜索、显示快捷键、更多命令覆盖","P2","M2","done","当前 actions 为硬编码数组且数量少。","引入 CommandRegistry（C++ 或 QML 单例）：注册命令/快捷键/分组；命令面板按 query 过滤。","src/core/CommandBus.*; src/app/main.cpp; ui/qml/BrowserWindow.qml; ui/qml/components/Shortcuts.qml","","命令面板可搜索到主要功能；展示快捷键；执行后有反馈。","输入 >split -> 选中 -> Enter：分屏切换","logs/zen_browser_interaction_plan.csv","logs"
"developing","Omnibox","NEXT-V5-061","Interaction","搜索建议：Web suggestions 开关与 provider 抽象","P2","M22","todo","Omnibox 仅本地建议且无 web suggestions","OmniboxUtils 增加 WebSuggestionsProvider 接口；默认使用公开 open suggestions；Settings 增加开关；结果分组显示并限流","src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml; src/core/AppSettings.*; ui/qml/components/SettingsDialog.qml; tests/TestOmniboxUtils.cpp","","开启开关后输入关键词出现 Web Suggestions 分组且可 Enter 打开搜索","开启 web suggestions->地址栏输入关键字->出现建议->选择一条回车->导航到搜索结果；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Omnibox","NEXT-V5-062","Interaction","Omnibox 动作项：Open in Split/Open in New Workspace","P2","M22","todo","Omnibox 建议缺少动作项","OmniboxUtils 增加 ActionSuggestion（split/openInWorkspace/copyUrl）；UI 支持渲染并执行；可配置显示","src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml","NEXT-V5-061","下拉列表出现动作项且点击或回车可执行对应动作","输入关键字->选择 Action: Open in Split->回车->进入 split 并打开；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Omnibox","NEXT-V5-064","Interaction","WebSuggestions 单测：解析/限流/排序","P2","M22","todo","TestOmniboxUtils 未覆盖 web suggestions","为 provider 增加 mock；TestOmniboxUtils 覆盖：请求 debounce；返回解析；limit；与本地建议排序","tests/TestOmniboxUtils.cpp; src/core/OmniboxUtils.*","NEXT-V5-061","ctest 覆盖新增用例且通过","cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Omnibox","NEXT-V5-063","Interaction","Omnibox favicon：建议项显示网站图标并缓存","P3","M22","todo","建议项无 favicon 或仅默认图标","增加 FaviconCache：获取并缓存 favicon；Omnibox 渲染 icon；失败回退默认图标","src/core/FaviconCache.* (new); src/core/OmniboxUtils.*; ui/qml/BrowserWindow.qml","","建议列表能显示常见站点 favicon 且二次打开命中缓存","输入访问过的站点域名->建议显示 favicon->重启后仍可快速显示；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Output","NEXT-V4-005","Interaction","打印/另存为PDF","P1","M6","done","暂无打印/PDF。","接入 WebView2 Print/PrintToPdfAsync：提供 PrintDialog 与 Save PDF 路径选择。","src/engine/webview2/WebView2View.*; ui/qml/components/PrintDialog.qml (new)","","Ctrl+P 可打开打印；保存PDF成功生成文件。","打开网页 -> Ctrl+P -> 保存PDF -> 文件可打开","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Output","NEXT-V5-009","Interaction","查看页面源代码：菜单/右键打开 SourceViewer","P2","M15","todo","当前无 View Source 能力","增加 view-source 命令；通过 ExecuteScript 获取 outerHTML 并打开内部 SourceViewer 页面展示；支持复制与查找","src/engine/webview2/WebView2View.*; ui/qml/BrowserWindow.qml; ui/qml/components/FindBar.qml; ui/qml/components/ContextMenu.qml; ui/qml/components/OverlayHost.qml","","可在新标签看到当前页面 HTML 文本且可复制","打开网页->右键->View Source->出现新标签显示 HTML->Ctrl+F 查找->Ctrl+A 复制；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Output","NEXT-V5-010","Interaction","SourceViewer 细节：语法高亮与大文件性能","P3","M15","todo","SourceViewer 尚无高亮与行号（待实现）","SourceViewer 增加行号与基础高亮（HTML tag/attr）；对大文本使用延迟渲染或分页；支持保存到文件","ui/qml/components/SourceViewer.qml (new); ui/qml/BrowserWindow.qml","NEXT-V5-009","打开大型页面源代码时滚动与搜索仍流畅且可另存为","打开较大网页->View Source->快速滚动与 Ctrl+F->无明显卡顿；点击 Save->生成文件；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Overlay","INT-028","Interaction","OverlayHost：支持 ESC 关闭/动效/焦点管理","P2","M2","done","OverlayHost 仅支持点击遮罩关闭，无 ESC/动效/焦点。","为 OverlayHost 增加 Keys.onEscapePressed；增加 opacity 动画；必要时阻止底层点击。","ui/qml/components/OverlayHost.qml","INT-001","overlay 可 ESC 关闭且有淡入淡出；关闭后焦点回到合理位置。","打开 glance overlay -> ESC -> 关闭；焦点回到主窗口","logs/zen_browser_interaction_plan.csv","logs"
"developed","Packaging","INT-V2-004","Interaction","运行时缺少 Qt 动态库/平台插件的问题一劳永逸","P0","M1","done","此前 Debug/Release 环境下偶发 Qt DLL/平台插件缺失。","构建后自动运行 windeployqt 并生成/复制 qt.conf，使 build\\<Config>\\xbrowser.exe 可直接双击运行。","src/CMakeLists.txt; cmake/qt.conf; scripts/deploy.ps1","","构建完成后 build\\Debug\\xbrowser.exe 可直接运行且不依赖 PATH；qt.conf 存在。","cmake --build build --config Debug -> 双击/运行 build\\Debug\\xbrowser.exe","logs/zen_browser_interaction_plan_v2.csv","logs"
"developed","Packaging","NEXT-V4-013","Interaction","Release打包(稳定可交付目录/Installer)","P2","M7","done","目前以开发部署为主(依赖windeployqt)。","新增 `scripts/package.ps1` 生成 `dist/`；可选 NSIS/MSIX 打包流程(先文档)。","scripts/package.ps1 (new); docs/BUILDING.md","","`dist/Release` 内双击可运行且不依赖Qt PATH。","运行 package -> 在无Qt环境机器测试运行(或通过 clean env 验证)","logs/zen_browser_next_plan_v4.csv","logs"
"developing","Packaging","NEXT-V5-058","Interaction","Installer/分发：生成可运行目录并可选 MSIX/NSIS","P3","M21","todo","package.ps1 已有但缺少 installer 路线与版本化输出","扩展 scripts/package.ps1：输出带版本号目录；新增 scripts/package_msix.ps1 或文档指南；确保 WebView2Loader 与 Qt plugins 齐全","scripts/package.ps1; scripts/package_msix.ps1 (new); docs/BUILDING.md","NEXT-V5-056","dist 目录可在无 Qt 环境机器运行且文档说明清晰","运行 package 脚本->在干净环境运行 dist\\Release\\xbrowser.exe；检查可启动","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Panels/Web","DEV-WP-001","Interaction","Web Panels 数据层与持久化","P0","M8","done","当前无 Web Panels 数据层/持久化","新增 WebPanelsStore(QAbstractListModel+JSON)；提供 add/remove/update/clear/reorder；暴露给 QML；补充单元测试","src/core/WebPanelsStore.*; src/app/main.cpp; tests/TestWebPanelsStore.cpp; tests/CMakeLists.txt","","可新增/删除至少 1 个 panel 且重启后仍存在；ctest 通过","运行应用->通过 Panels 管理新增 https://example.com -> 重启后仍在；运行 ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Panels/Web","DEV-WP-002","Interaction","侧栏 Panels 管理弹窗（列表/添加/删除/打开）","P0","M8","done","当前无 Panels 入口与管理 UI","新增 Sidebar Panels 工具按钮；用 PopupManager 打开 WebPanelsDialog；支持：新增 URL/从当前标签添加/删除/打开到右侧面板","ui/qml/BrowserWindow.qml; ui/qml/components/WebPanelsDialog.qml; ui/ui.qrc","DEV-WP-001","可以在弹窗里新增/删除/打开 panel 且弹窗不被侧栏裁剪","点击侧栏 Panels->弹窗出现；新增 URL；点击条目打开；关闭弹窗后主界面仍可操作","developing/zen_browser_developing_plan.csv","developing"
"developed","Panels/Web","DEV-WP-003","Interaction","右侧 Web Panel Host（可开关+分隔线可拖拽）","P0","M8","done","当前无窗口内 Web Panel 区域","在主布局增加右侧 panelHost(WebView2View)；支持：打开/关闭；拖拽分隔线调整宽度；双击复位；Open in tab","ui/qml/BrowserWindow.qml; src/core/AppSettings.*; tests/TestAppSettings.cpp (if any)","DEV-WP-002","打开 panel 后右侧出现 WebView2 内容；拖拽分隔线生效；重启后宽度/开关按预期保持","打开任意 panel -> 拖拽分隔线 -> 关闭/重启 -> 状态一致；打开 panel 内网页可正常导航","developing/zen_browser_developing_plan.csv","developing"
"developed","Panels/Web","DEV-WP-005","Interaction","Panels 管理弹窗增强：排序/重命名/错误提示","P1","M9","done","当前弹窗仅支持新增/删除/打开且不显示持久化错误","WebPanelsDialog 增加上移/下移排序与重命名；显示 panels.lastError；支持 ESC 关闭","ui/qml/components/WebPanelsDialog.qml","DEV-WP-002","可在列表上移/下移并重启保持顺序；可重命名并重启保持；IO 错误可见","打开 Panels 弹窗->新增两个->上移/下移->重启顺序保持；重命名一个->重启标题保持；将数据目录设为只读后触发保存->显示错误","developing/zen_browser_developing_plan.csv","developing"
"developing","Panels/Web","NEXT-V5-023","Interaction","书签面板：树状视图与文件夹管理","P1","M17","todo","BookmarksPanel 为简单列表（无树）","BookmarksPanel 改为 TreeView/嵌套 ListView；支持展开折叠；右键菜单：新建文件夹/重命名/删除/在新标签打开全部","ui/qml/components/BookmarksPanel.qml; ui/qml/components/ContextMenu.qml; ui/qml/components/PopupManager.qml","NEXT-V5-022","文件夹可展开折叠且菜单操作生效不被裁剪","打开书签面板->创建文件夹->展开/折叠->右键重命名->删除；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developing","Panels/Web","NEXT-V5-029","Interaction","历史面板：搜索+分组+右键删除/复制","P1","M17","todo","HistoryPanel 仅支持简单列表与清理能力有限","HistoryPanel 增加搜索框；按天分组；条目右键菜单：Open/Copy URL/Delete；支持多选批量删除","ui/qml/components/HistoryPanel.qml; ui/qml/components/ContextMenu.qml; src/core/HistoryFilterModel.*","NEXT-V5-028","搜索可过滤并可删除单条/多条且 UI 不被裁剪","产生历史记录->打开历史面板->搜索关键字->右键删除一条->刷新页面->该条不再出现；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Panels/Web","DEV-WP-006","Interaction","WebPanelsStore：updatePanel 持久化单测","P2","M9","done","已有 add/remove/move 单测但缺少 updatePanel 覆盖","为 updatePanel/重命名场景补充 QtTest 用例并覆盖持久化回读","tests/TestWebPanelsStore.cpp","DEV-WP-001","ctest 覆盖 updatePanel 且通过","cmake --build build --config Debug；ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Permissions","INT-024","Interaction","权限请求弹窗：用 doorhanger + 记忆决策（本次/永远允许/永远拒绝）","P0","M2","done","当前未处理 WebView2 权限请求；无 UI。","监听 WebView2 permission events；弹出 doorhanger；将决策写入站点权限存储；并提供撤销入口。","src/engine/webview2/WebView2View.*; (new) src/core/SitePermissionsStore.*; ui/qml/components/SiteInfoPanel.qml","INT-023","权限请求能正确提示并记录；同站点再次请求按记忆处理。","打开请求麦克风的网站 -> 弹出 doorhanger -> 选择永远拒绝 -> 刷新后不再弹","logs/zen_browser_interaction_plan.csv","logs"
"developing","Permissions","NEXT-V5-019","Interaction","权限中心增强：按类型过滤+搜索+一键重置","P2","M16","todo","PermissionsCenter 仅列表与重置能力有限","PermissionsCenter 增加类型过滤（通知/摄像头/麦克风等）；搜索；一键重置全部站点；显示统计","ui/qml/components/PermissionsCenter.qml; src/core/SitePermissionsStore.*","","可按类型筛选且一键重置后列表为空","触发2种权限记录->打开权限中心->按类型筛选->重置全部->列表为空；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Polish","INT-034","Interaction","tooltip/标题截断：hover 显示完整 title+URL","P3","M3","done","当前标题截断但无 tooltip。","为 tab delegate 增加 ToolTip，展示完整 title 与 URL（可选）。","ui/qml/BrowserWindow.qml","","标题截断时 hover 可看全信息。","把侧栏变窄 -> hover 某 tab -> tooltip 显示完整标题","logs/zen_browser_interaction_plan.csv","logs"
"developing","Privacy","NEXT-V5-013","Interaction","清理浏览数据对话框（时间范围+类型）","P0","M16","todo","当前缺少统一清理入口","在 Settings->Privacy 增加 ClearDataDialog：选择时间范围（1h/24h/7d/all）与类型（历史/cookies/cache/downloads/permissions）；确认后触发清理并 toast","ui/qml/components/SettingsDialog.qml; ui/qml/components/ClearDataDialog.qml (new); ui/qml/BrowserWindow.qml","","可从设置打开清理对话框并执行清理流程","访问3个站点->打开清理对话框->选择清理历史(all)->确认->HistoryPanel 为空；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Privacy","NEXT-V4-014","Interaction","站点权限中心(全局管理+按站点)","P2","M6","done","已有站点权限面板(按站点)，但缺少全局管理页与批量清理。","新增 PermissionsCenter：列出已记录站点权限并可搜索/重置；与 SitePermissionsStore 打通。","src/core/SitePermissionsStore.*; ui/qml/components/PermissionsCenter.qml (new)","NEXT-V4-001","可查看所有已记录站点权限并一键重置。","访问站点触发权限->允许->在权限中心看到->点击重置->返回为默认","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Profiles","NEXT-V4-007","Interaction","多Profile/隐身模式(Incognito)","P1","M6","done","已支持 --profile 与 --incognito，分别隔离数据目录与 WebView2 userDataFolder。","为 WebView2 提供 profileId/userDataFolder；隐身使用临时目录并退出即清理；扩展按profile隔离。","src/app/main.cpp; src/engine/webview2/WebView2View.*; docs/RUNNING.md","NEXT-V4-006","可打开“隐身窗口”且关闭后无历史/缓存残留(最小可验收)。","打开隐身窗口->访问站点->关闭->再开隐身->历史为空","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Session","ZEN-160","Feature","Tab Zen 元数据恢复","P1","M2","done","已实现(基础)","在 XBrowser：实现会话持久化（tab 列表+active+workspace）并在启动恢复","(建议新增) src/core/SessionStore.*; src/core/WorkspaceModel.*","ZEN-050","重启后恢复 tab 列表与当前工作区/当前 tab","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Session","ZEN-162","Feature","侧边栏状态文件(zen-sessions)","P1","M2","done","已实现(基础)","在 XBrowser：定义 session JSON/SQLite schema，覆盖 workspace/tab/group/split 状态","docs/DESIGN.md; (建议新增) src/core/Storage/*","ZEN-160","有稳定的数据结构与版本迁移策略（至少预留 version 字段）","","logs/zen_browser_feature_impl_plan.csv","logs"
"developed","Settings","NEXT-V4-001","Interaction","设置中心(统一入口+分类页)","P0","M5","done","当前设置分散在菜单与零散对话框，缺少集中“设置中心”。","新增 SettingsDialog/SettingsPage：左侧分类+右侧内容；所有设置项统一落到 AppSettings/Stores 并可持久化。","ui/qml/components/SettingsDialog.qml (new); src/core/AppSettings.*; ui/qml/BrowserWindow.qml","","存在可打开的设置中心且至少包含：外观/运行/快捷键/关于。","打开 Tools->Settings -> 修改3项 -> 重启 -> 保持生效","logs/zen_browser_next_plan_v4.csv","logs"
"developed","Settings","NEXT-V5-003","Interaction","缩放设置：默认缩放+按站点记忆开关","P1","M15","done","当前无缩放配置与持久化","AppSettings 增加 defaultZoom 与 rememberZoomPerSite；提供每站点 zoomMap 持久化；SettingsDialog 增加对应 UI","src/core/AppSettings.*; ui/qml/components/SettingsDialog.qml; tests/TestAppSettings.cpp","NEXT-V5-001","修改默认缩放后新打开的网页使用该缩放且开关可持久化","打开 Settings->Appearance->修改默认缩放为 110%->新建标签打开网页->默认 110%；重启后设置保持；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Settings","DEV-LAYOUT-002","Interaction","AppSettings：sidebarOnRight 持久化单测","P2","M9","done","TestAppSettings 未覆盖 sidebarOnRight","扩展 TestAppSettings：设置 sidebarOnRight=true 后写入 settings.json 并断言字段存在且为 true","src/core/AppSettings.*; tests/TestAppSettings.cpp","DEV-LAYOUT-001","ctest 覆盖 sidebarOnRight 持久化并通过","cmake --build build --config Debug；ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developed","Settings","DEV-UI-005","Interaction","AppSettings：useSingleToolbar 持久化单测","P2","M9","done","TestAppSettings 未覆盖 useSingleToolbar","扩展 TestAppSettings：设置 useSingleToolbar=true 后写入 settings.json 并断言字段存在且为 true","src/core/AppSettings.*; tests/TestAppSettings.cpp","DEV-UI-004","ctest 覆盖 useSingleToolbar 持久化并通过","cmake --build build --config Debug；ctest -C Debug --output-on-failure","developing/zen_browser_developing_plan.csv","developing"
"developing","Settings","NEXT-V5-026","Interaction","书签导入导出入口：Settings/Bookmarks","P2","M17","todo","无 UI 入口","在 SettingsDialog 增加 Bookmarks 区块：Import/Export 按钮；使用 FileDialog 选择路径；展示错误 toast","ui/qml/components/SettingsDialog.qml; ui/qml/components/BookmarksPanel.qml; ui/qml/BrowserWindow.qml","NEXT-V5-025","可从设置导入导出并在 UI 中看到变化","打开 Settings->Bookmarks->Export->生成文件；删除一个书签->Import->书签恢复；cmake --build build --config Debug；cd build；ctest -C Debug --output-on-failure","developing/zen_browser_next_plan_v5.csv","developing"
"developed","Shortcuts","NEXT-V4-011","Interaction","快捷键可配置(最小闭环)","P2","M7","done","已有固定快捷键映射，但不可配置。","新增 ShortcutStore：默认映射+用户覆盖；Settings中可编辑(简单文本/表格)。","src/core/ShortcutStore.* (new); ui/qml/components/ShortcutsEditor.qml (new)","NEXT-V4-001","可修改1个快捷键并立即生效且重启保持。","设置里修改“新标签”快捷键->立刻可用->重启后仍可用","logs/zen_browser_next_plan_v4.csv","logs"
